title,cover,city,region,address,rooms_desc,area_range,all_ready,price,hourseDecoration,company,hourseType,on_time,open_date,tags,totalPrice_range,sale_status,detail_url
金辰府,https://image1.ljcdn.com/newhouse-user-image/8eeaeed0a2afaaed24b237c407c0fdff.jpg,北京,昌平,北京市昌平区北七家镇政府东南100米,"[""3"", ""4""]","[""89"", ""143""]",1,55000,非毛坯,北京宸宇房地产开发有限公司,住宅,2019-10-09 12:00:56,2019-11-10,"[""\u9650\u7ade\u623f"", ""\u521a\u9700\u4f18\u9009"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73af\u7ebf\u623f""]","[""490"", ""790""]",3,https://bj.fang.lianjia.com/loupan/p_jcfbjyid/
龙湖熙湖悦著,https://image1.ljcdn.com/newhouse-user-image/35f0897414365e3358a097ac92d91eb8.jpg,北京,房山,大苑村收费站出口（良坨路桥）左行200米,"[""2"", ""3"", ""4""]","[""73"", ""353""]",1,37000,非毛坯,北京滨湖恒兴房地产开发有限公司,住宅,2020-01-02 16:27:23,2019-06-21,"[""\u9650\u7ade\u623f"", ""\u521a\u9700\u4f18\u9009"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73af\u7ebf\u623f""]","[""250"", ""660""]",3,https://bj.fang.lianjia.com/loupan/p_xhyzbjyif/
建邦·顺颐府,https://image1.ljcdn.com/newhouse-user-image/0bfb45460fd81da63f6e5c4139cb87e4.jpg,北京,顺义,空港B区裕民大街30号千里马国际一层建邦·顺颐府售楼中心,"[""3"", ""4""]","[""89"", ""147""]",1,55583,非毛坯,北京建邦顺怡房地产开发有限公司,住宅,2019-12-11 18:00:12,2020-05-31,"[""\u9650\u7ade\u623f"", ""\u521a\u9700\u4f18\u9009"", ""\u591a\u8f68\u4ea4\u6c47"", ""\u73af\u7ebf\u623f""]","[""480"", ""845""]",3,https://bj.fang.lianjia.com/loupan/p_jbyfbjyij/
葛洲坝中国府,https://image1.ljcdn.com/newhouse-user-image/591e35c40148c0c17b6a4252b24a9389.jpg,北京,丰台,北京市丰台东路46号,"[""2"", ""3"", ""4""]","[""168"", ""240""]",1,125000,非毛坯,北京唯逸房地产开发有限公司,住宅,2021-02-03 18:53:30,2019-06-30,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u914d\u5957\u9f50\u5168""]","[""2200"", ""3000""]",3,https://bj.fang.lianjia.com/loupan/p_gzbzgfbkbhs/
华萃西山,https://image1.ljcdn.com/newhouse-user-image/77e3b8ac79b6f8816f6408fc9b8e260c.jpg,北京,门头沟,门头沟永定镇地铁S1号线石厂站西南700米,"[""3"", ""4""]","[""115"", ""245""]",1,48000,毛坯,北京西元祥泰房地产开发有限公司,别墅,2020-03-20 18:23:11,2019-06-15,"[""\u4f4e\u603b\u4ef7"", ""\u660e\u661f\u6237\u578b"", ""\u73af\u7ebf\u623f"", ""\u8fd1\u4e3b\u5e72\u9053""]","[""550"", ""1060""]",3,https://bj.fang.lianjia.com/loupan/p_hcxsbkcyj/
北京东湾,https://image1.ljcdn.com/newhouse-user-image/2fb028343bed6a696d9e6f53b80c478b.png,北京,通州,通惠北路98号,"[""1"", ""2"", ""3"", ""4""]","[""58"", ""130""]",1,68500,非毛坯,北京黄海房地产开发有限公司,住宅,2020-07-28 14:36:42,2021-06-13,"[""\u591a\u8f68\u4ea4\u6c47"", ""\u73af\u7ebf\u623f"", ""\u6210\u719f\u5546\u5708""]","[""410"", ""900""]",3,https://bj.fang.lianjia.com/loupan/p_bjdwbkfvx/
富兴首府,https://image1.ljcdn.com/newhouse-user-image/85c68e7bb7c0f837d336d2f9474661d3.jpg,北京,朝阳,东坝路9号东北60米,"[""3"", ""4"", ""5""]","[""144"", ""356""]",1,85000,毛坯,北京兴园置业发展有限公司,住宅,2019-09-09 12:11:22,2021-08-15,"[""\u7eff\u91d1\u6848\u573a"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u4e34\u8fd1\u9ad8\u901f""]","[""1706"", ""2240""]",3,https://bj.fang.lianjia.com/loupan/p_fxsfbkgyd/
中铁诺德阅墅,https://image1.ljcdn.com/newhouse-user-image/9bf27315daa738d1e76f4a43ba138792.jpg,北京,顺义,顺义区后沙峪镇裕园路762乡龙湖滟澜山对面,"[""4"", ""5""]","[""235"", ""320""]",1,50000,,北京中铁诺德隆兴置业有限公司,别墅,2019-08-02 14:43:38,2019-08-04,"[""\u4f4e\u603b\u4ef7"", ""\u7eff\u91d1\u6848\u573a"", ""\u9650\u7ade\u623f"", ""\u73af\u7ebf\u623f""]","[""1150"", ""1700""]",3,https://bj.fang.lianjia.com/loupan/p_ztndysbkhya/
中铁华侨城和园,https://image1.ljcdn.com/hdic-resblock/0807ea39-2a37-46be-b920-ccbe39bb3c58.png,北京,大兴,南五环南海子公园西侧约500米,"[""3"", ""4""]","[""288"", ""370""]",1,50000,毛坯,北京中铁华兴房地产开发有限公司,别墅,2020-06-10 12:41:31,2019-08-10,"[""\u7eff\u91d1\u6848\u573a"", ""\u5730\u94c1\u6cbf\u7ebf"", ""\u516c\u4ea4\u76f4\u8fbe""]","[""1360"", ""1650""]",3,https://bj.fang.lianjia.com/loupan/p_zthqchybkiwm/
懋源·璟岳,https://image1.ljcdn.com/newhouse-user-image/7f969d6a027ad79bdb860bdf9eb82d8a.jpg,北京,丰台,南三环西路99号院,"[""4""]","[""465"", ""590""]",1,140000,非毛坯,北京懋源鸿业房地产开发有限公司,别墅,2019-08-21 11:43:38,2018-11-99,"[""\u5730\u94c1\u6cbf\u7ebf"", ""\u73af\u7ebf\u623f"", ""\u914d\u5957\u9f50\u5168"", ""\u6210\u719f\u5546\u5708""]","[""6500"", ""9000""]",3,https://bj.fang.lianjia.com/loupan/p_myjybkjnw/
合景泰富天汇,https://image1.ljcdn.com/newhouse-user-image/45b72f9e3d20ee7f9ce89a347c1ef8b5.jpg,北京,顺义,顺义区昌金路与通顺路交汇处,"[""2"", ""3"", ""4""]","[""70"", ""117""]",1,33000,非毛坯,北京香醍房地产开发有限公司,住宅,2019-09-16 16:51:09,2019-09-15,"[""\u4f4e\u603b\u4ef7"", ""\u521a\u9700\u4f18\u9009"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73af\u7ebf\u623f""]","[""230"", ""430""]",3,https://bj.fang.lianjia.com/loupan/p_hjthbkleh/
水岸雁栖,https://image1.ljcdn.com/newhouse-user-image/a6ec703c177d528b092645271af6f984.jpg,北京,怀柔,北京市怀柔区雁栖镇顶秀美泉小镇A区北侧50米,"[""1"", ""2"", ""3"", ""4""]","[""56"", ""163""]",1,36800,毛坯,北京京雁置业有限责任公司,住宅,2020-09-30 18:27:43,2022-01-22,"[""\u4f4e\u603b\u4ef7"", ""\u521a\u9700\u4f18\u9009"", ""\u73af\u7ebf\u623f"", ""\u5f00\u53d1\u533a""]","[""385"", ""569""]",3,https://bj.fang.lianjia.com/loupan/p_sayqbknde/
懋源·璟玺,https://image1.ljcdn.com/newhouse-user-image/e0de6f8b509887d458c7036203b469c5.jpg,北京,朝阳,孙河京密路与京平辅路交叉口西行1000米,"[""4"", ""5"", ""7""]","[""500"", ""716""]",1,80000,,北京懋源宏展房地产开发有限公司,别墅,2021-03-25 14:00:40,2018-12-01,"[""\u7eff\u91d1\u6848\u573a"", ""\u5730\u94c1\u6cbf\u7ebf"", ""\u8fd1\u4e3b\u5e72\u9053""]","[""4260"", ""6360""]",3,https://bj.fang.lianjia.com/loupan/p_myjxbknkw/
万科雲庐,https://image1.ljcdn.com/newhouse-user-image/f6b7a4fef4b3946443ca9fbd532a6dbd.jpg,北京,丰台,魏各庄路万科雲庐。售楼处位置在山湖路与泉湖西湖交叉位置,"[""3"", ""4"", ""5""]","[""104"", ""300""]",1,39000,非毛坯,北京万筑国青房地产有限公司,住宅,2020-07-28 14:44:53,2019-12-01,"[""\u660e\u661f\u6237\u578b"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73af\u7ebf\u623f"", ""\u6210\u719f\u5546\u5708""]","[""656"", ""820""]",3,https://bj.fang.lianjia.com/loupan/p_wkylbkrfq/
万科雲庐,https://image1.ljcdn.com/newhouse-user-image/f6b7a4fef4b3946443ca9fbd532a6dbd.jpg,北京,丰台,魏各庄路万科雲庐,"[""4""]","[""200"", ""330""]",1,39000,非毛坯,北京万筑国青房地产有限公司,别墅,2020-07-28 14:44:53,2019-10-99,"[""\u4f4e\u603b\u4ef7"", ""\u660e\u661f\u6237\u578b"", ""\u516c\u4ea4\u76f4\u8fbe"", ""\u73af\u7ebf\u623f""]","[""852"", ""950""]",3,https://bj.fang.lianjia.com/loupan/p_wkylbkrhe/
禹洲朗廷湾,https://image1.ljcdn.com/newhouse-user-image/082e0461579792096491f6c76791125c.png,北京,通州,朝阳北路和通顺路交汇处东100米,"[""3""]","[""80"", ""130""]",1,52508,非毛坯,北京禹茂房地产开发有限公司,住宅,2020-06-15 14:58:19,2021-04-20,"[""\u9650\u7ade\u623f"", ""\u73af\u7ebf\u623f"", ""\u4e34\u8fd1\u9ad8\u901f""]","[""470"", ""680""]",3,https://bj.fang.lianjia.com/loupan/p_xhblyzltwbkuzj/
金茂北京国际社区,https://image1.ljcdn.com/newhouse-user-image/1d07d58b0af52752e27a57ea91a84036.jpg,北京,顺义,顺义新城北小营昌金路水色时光路西,"[""1"", ""2"", ""3""]","[""50"", ""118""]",1,31000,非毛坯,北京城茂房地产开发有限公司,住宅,2020-03-03 11:39:20,2021-09-07,"[""\u9650\u7ade\u623f"", ""\u73af\u7ebf\u623f"", ""\u8fd1\u4e3b\u5e72\u9053""]","[""160"", ""370""]",3,https://bj.fang.lianjia.com/loupan/p_jmbjgjsqbkveo/
住总如院,https://image1.ljcdn.com/newhouse-user-image/6b68dd4d609158dbd71c5586ff9ac378.jpg,北京,大兴,北京市大兴区采华路(波尔多小镇南区西南侧约250米),"[""2"", ""3"", ""4""]","[""98"", ""233""]",1,31136,非毛坯,北京住总房地产开发有限责任公司,住宅,2020-04-07 17:32:10,2019-12-21,"[""\u9650\u7ade\u623f"", ""\u73af\u7ebf\u623f"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u83dc\u5e02\u573a""]","[""280"", ""475""]",3,https://bj.fang.lianjia.com/loupan/p_zzrybkwcr/
郎府书苑,https://image1.ljcdn.com/newhouse-user-image/phpYmT19X1543392878.png,北京,通州,西集镇京哈高速郎府出口南侧300米,"[""2"", ""3""]","[""89"", ""116""]",1,28000,毛坯,北京金海鸿业房地产开发有限公司,住宅,2020-09-24 14:41:27,2019-12-09,"[""\u4f4e\u603b\u4ef7"", ""\u73af\u7ebf\u623f"", ""\u4eb2\u5b50\u4e50\u56ed""]","[""294"", ""324""]",3,https://bj.fang.lianjia.com/loupan/p_twsyhdtbkyux/
建邦·顺颐府,https://image1.ljcdn.com/newhouse-user-image/67186e9f72ba3008e7499998274073ab.png,北京,顺义,空港B区裕民大街30号,"[""3""]","[""270""]",1,55583,毛坯,北京建邦顺怡房地产开发有限公司,别墅,2020-05-06 17:36:27,2019-12-07,"[""\u4f4e\u603b\u4ef7"", ""\u9650\u7ade\u623f"", ""\u521a\u9700\u4f18\u9009"", ""\u73af\u7ebf\u623f""]","[""1300""]",3,https://bj.fang.lianjia.com/loupan/p_jbyfbkyxr/
和悦春风,https://image1.ljcdn.com/newhouse-user-image/a2109fb9515f1e704f0ba4d11c3e449c.png,北京,大兴,庞各庄镇瓜乡路与永兴河交汇处,"[""2"", ""3"", ""4""]","[""76"", ""107""]",1,38000,非毛坯,北京兴筑房地产开发有限公司,住宅,2020-05-08 18:00:57,2020-05-20,"[""\u591a\u8f68\u4ea4\u6c47"", ""\u73af\u7ebf\u623f"", ""\u89c6\u9891\u770b\u623f""]","[""270"", ""420""]",3,https://bj.fang.lianjia.com/loupan/p_hycfbkzcf/
阳光城溪山悦,https://image1.ljcdn.com/newhouse-user-image/29ecaeb4c101c4ddb9b79210737da6cf.jpg,北京,密云,密溪路33号,"[""2"", ""3"", ""4""]","[""139"", ""290""]",1,20000,非毛坯,北京臻德兴云置业有限公司,别墅,0000-00-00 00:00:00,2021-05-01,"[""\u4f4e\u603b\u4ef7"", ""\u7279\u4ef7\u60e0\u9009"", ""\u73af\u7ebf\u623f"", ""\u8fd1\u4e3b\u5e72\u9053""]","[""260"", ""560""]",3,https://bj.fang.lianjia.com/loupan/p_ygcxsybkzhz/
金禧璞瑅,https://image1.ljcdn.com/newhouse-user-image/d22cccda8ee536c1e9a8358eb0f6427f.jpg,北京,顺义,高泗路四村段23号,"[""4"", ""5""]","[""140"", ""192""]",1,47000,非毛坯,北京盈富瑞泰房地产开发有限公司,住宅,2020-06-16 14:59:30,2020-06-26,"[""\u9650\u7ade\u623f"", ""\u73af\u7ebf\u623f"", ""\u4e34\u8fd1\u9ad8\u901f"", ""\u65e9\u6559\u673a\u6784""]","[""650"", ""750""]",3,https://bj.fang.lianjia.com/loupan/p_flskjxptblbuh/
金禧璞瑅,https://image1.ljcdn.com/newhouse-user-image/de4d66c39a0157863ed0cf2b922402a0.jpg,北京,顺义,高泗路四村段23号,"[""5""]","[""360"", ""390""]",1,36000,毛坯,北京盈富瑞泰房地产开发有限公司,别墅,2020-11-23 10:57:50,2020-10-30,"[""\u4f4e\u603b\u4ef7"", ""\u9650\u7ade\u623f"", ""\u73af\u7ebf\u623f"", ""\u4e34\u8fd1\u9ad8\u901f""]","[""1250"", ""1450""]",3,https://bj.fang.lianjia.com/loupan/p_flskjxptblbvd/
中骏云景台,https://image1.ljcdn.com/newhouse-user-image/40a7aa627e3e7a73b30b941959b9b024.jpg,北京,房山,官道西大街与良常路交叉口,"[""2"", ""3"", ""4""]","[""75"", ""115""]",1,28000,非毛坯,北京骏峰房地产开发有限公司,住宅,2020-09-21 11:33:29,2022-12-24,"[""\u660e\u661f\u6237\u578b"", ""\u521a\u9700\u4f18\u9009"", ""\u73af\u7ebf\u623f"", ""3D\u697c\u4e66""]","[""190"", ""280""]",3,https://bj.fang.lianjia.com/loupan/p_zjyjtblcju/
禧瑞金海,https://image1.ljcdn.com/newhouse-user-image/76989bdf3b9e4d7a3d28ddfd968cca9c.png,北京,平谷,平蓟路与环镇东路交汇,"[""2"", ""3""]","[""87"", ""110""]",1,22000,毛坯,北京金谷创展置业有限责任公司,住宅,2020-07-31 17:33:15,2019-12-29,"[""\u73af\u7ebf\u623f"", ""VR\u770b\u623f"", ""\u65c5\u6e38\u5730\u4ea7"", ""\u73b0\u623f""]","[""180"", ""220""]",3,https://bj.fang.lianjia.com/loupan/p_xrjhbldsl/
禧瑞金海,https://image1.ljcdn.com/newhouse-user-image/76989bdf3b9e4d7a3d28ddfd968cca9c.png,北京,平谷,平蓟路与环镇东路交汇,"[""2"", ""4""]","[""125"", ""200""]",1,22000,毛坯,北京金谷创展置业有限责任公司,别墅,2020-07-31 17:33:15,2019-12-29,"[""\u4f4e\u603b\u4ef7"", ""\u73af\u7ebf\u623f"", ""VR\u770b\u623f"", ""\u5373\u5c06\u4ea4\u623f""]","[""285"", ""400""]",3,https://bj.fang.lianjia.com/loupan/p_xrjhbldss/
电建·洺悦湾,https://image1.ljcdn.com/newhouse-user-image/af66f9b12d9bf0b10c7d1e4aa33a3f76.jpg,北京,大兴,旧宫北路旧宫地铁站东侧300米,"[""2"", ""3"", ""4""]","[""75"", ""133""]",1,60186,,北京京能海赋置业有限公司,住宅,2020-08-07 18:21:28,2020-06-06,"[""\u73af\u7ebf\u623f"", ""\u8fd1\u4e3b\u5e72\u9053"", ""\u6210\u719f\u5546\u5708"", ""VR\u770b\u623f""]","[""1000""]",3,https://bj.fang.lianjia.com/loupan/p_jngdjmywbletx/
